canonical_id,v1_score,v1_evidence,v1_reason,v2_score,v2_evidence,v2_reason,score_changed,crossed_main_threshold
100,1,熟悉各类制图及分析软件,涉及质量数据分析和制图软件使用，但仅为辅助质量管理。,1,熟悉各类制图及分析软件,岗位职责包括制定产品质量检验规范、分析质量数据等，要求熟悉制图及分析软件，但软件是作为工程师的工具使用，并非核心产出。移除软件后，岗位主要产出（质量检验和分析）仍成立，因此软件是辅助工具，属于1分。不是2分，因为软件不是核心产出（如软件开发）。,False,False
101,0,,岗位为幼儿教师，负责教育教学活动，无AI或数字技术内容。,0,,岗位职责为组织幼儿教育教学活动、家长沟通等，未提及任何数字工具或技术。因此为0分，不是1分或2分。,False,False
103,0,,岗位为QC检验，无AI或数字技术内容。,0,,岗位职责为质量检验、记录填写、报告开具和仪器管理，未明示要求使用数字工具、编程、数据分析或AI。因此为0分，不是1分（无任何数字工具要求）。,False,False
105,0,,学徒工岗位，无AI或数字技术内容。,0,,岗位为操作工学徒，无任何数字工具或技术相关要求。因此为0分，不是1分（无数字工具使用）。,False,False
106,0,,OTC区域经理，销售岗位，无AI或数字技术内容。,0,,岗位为OTC区域经理，职责为销售计划、药店开发、动销推进，未提及任何数字工具或技术。因此为0分，不是1分（无数字工具要求）。,False,False
107,1,能够熟练使用电脑办公系统,要求熟练使用电脑办公系统，属于数字工具辅助工作。,1,能够熟练使用电脑办公系统,岗位核心是公共卫生管理，要求熟练使用电脑办公系统作为辅助工具。因此为1分，不是0分（明确要求办公系统），也不是2分（办公系统使用非核心产出）。,False,False
108,1,熟悉电脑操作,要求熟悉电脑操作，属于数字工具辅助工作。,1,熟悉电脑操作,岗位核心是车商保险销售与维护，要求熟悉电脑操作作为辅助。因此为1分，不是0分（明确要求电脑操作），也不是2分（电脑操作非核心产出）。,False,False
109,1,通过微信群等做好客户日常经营|网销,涉及微信群经营和网销，属于数字工具辅助工作。,1,通过微信群等做好客户日常经营,岗位核心是客户服务和销售，使用微信群作为社群经营工具。因此为1分，不是0分（明确使用数字工具），也不是2分（社群经营工具辅助销售，非核心产出）。,False,False
110,0,,招聘专员，无AI或数字技术内容。,0,,岗位为招聘专员，职责为招聘执行、渠道开拓、报表更新，未明示要求数字工具或技术。因此为0分，不是1分（无数字工具要求）。,False,False
111,1,AI机,提及AI机（可能指自动插件机），属于自动化设备，但岗位为采购，数字技术仅为辅助。,0,,岗位为设备采购工程师，职责为采购开发、询价比价、成本优化，提及对电子制造设备了解但未要求使用数字工具或技术。因此为0分，不是1分（无数字工具要求）。,True,False
112,0,,EHS管理岗位，无AI或数字技术内容。,0,,岗位职责为EHS统筹管理、法律法规执行、环保改善，未明示要求使用数字工具、编程、数据分析或AI技术，因此为0分。不是1分，因为原文未提及任何数字工具或系统使用。,False,False
113,0,,产品经理岗位，无AI或数字技术内容。,0,,岗位职责为产品规划、市场营销、渠道管理，未明示要求使用数字工具、编程、数据分析或AI技术，因此为0分。不是1分，因为原文未提及任何数字工具或系统使用。,False,False
114,0,,质量工程师，无AI或数字技术内容。,0,,岗位职责为医疗器械质量工程、风险分析、客诉处理，未明示要求使用数字工具、编程、数据分析或AI技术，因此为0分。不是1分，因为原文未提及任何数字工具或系统使用。,False,False
115,1,经营报表过程管理体系,依托信息系统进行报表管理和数据分析，但属于辅助决策支持,0,,岗位职责为财务运营分析、预算管理、经营报告，未明示要求使用数字工具、编程、数据分析或AI技术，因此为0分。不是1分，因为原文未提及任何数字工具或系统使用。,True,False
116,2,维护系统工艺路线CT、Yield、Efficiency|转化成站点MES标签信息|提交、追踪、验收MES,岗位核心工作涉及MES系统维护、工艺数据管理，软件和信息系统是重要组成部分,1,熟练掌握CAD、UG等办公软件,岗位核心是工艺工程，使用CAD/UG作为辅助工具，移除后工艺设计仍可通过其他方式完成，因此为1分。不是0分，因为明确要求使用CAD/UG等数字工具；不是2分，因为工具使用是辅助而非核心产出。,True,True
117,2,编写测试用例|功能兼容性测试|软件产品的打包|工业监控组态软件|主流PLC,岗位核心为软件测试和工业软件应用，属于软件技术核心工作。,2,编写测试用例|功能兼容性测试|软件产品的打包、更新等产品盘管理和维护|工业监控组态软件、主流PLC及工业设备应用|软件测试经验,岗位核心是软件测试和系统维护，涉及测试用例编写、兼容性测试、软件打包等，属于软件开发/测试范畴，因此为2分。不是1分，因为测试和打包是核心职责而非辅助；不是3分，因为未涉及AI/ML。,False,False
118,0,,医学专员，无AI或数字技术内容。,0,,岗位职责为新药临床研究、医学撰写、信息收集，未明示要求使用数字工具、编程、数据分析或AI技术，因此为0分。不是1分，因为原文未提及任何数字工具或系统使用。,False,False
120,0,,业务经理，销售岗位，无AI或数字技术内容。,0,,岗位职责为锂电池相关行业销售，未明示要求使用数字工具、编程、数据分析或AI技术，因此为0分。不是1分，因为原文未提及任何数字工具或系统使用。,False,False
121,1,数控机床|激光切割机|专用机床,岗位涉及数控机床等数字控制设备，但核心是机械维修，数字技术仅为辅助。,1,机械设备的维修、保养|数控机床、激光切割机、专用机床(接管螺母)的维修、深层次维护与保养,岗位核心是设备维修保养，提及数控机床等设备的使用和维护，属于辅助数字工具（1分）。不是0分，因为明确涉及数控设备；不是2分，因为不涉及软件开发或核心数字技术产出。,False,False
122,1,提供销售分析数据,通过数据分析辅助销售管理，数据工具为辅助,1,提供销售分析数据,岗位核心是销售，提及提供销售分析数据，属于使用数字工具辅助销售（1分）。不是0分，因为涉及数据分析；不是2分，因为数据分析是辅助销售，非核心产出。,False,False
123,0,,岗位为人才储备岗，描述中无任何AI或数字技术相关内容。,0,,岗位描述为人才储备岗，职责和任职要求均未提及任何数字工具、信息系统、编程或数据相关技能，仅要求学历、专业、英语等通用条件。因此为0分。,False,False
124,1,自动化类|机械制图等开发软件,岗位涉及自动化设备和软件使用，但核心是设备维护，数字技术为辅助。,1,能熟练运用机械制图等开发软件及办公软件,岗位核心是锂电设备维护维修，要求熟练使用机械制图等软件，属于辅助数字工具（1分）。不是0分，因为明确要求软件技能；不是2分，因为软件使用是辅助设备工作，非核心产出。,False,False
125,0,,岗位为销售经理，描述中无AI或数字技术内容。,0,,岗位核心是食品工业渠道销售，职责和任职要求均未提及任何数字工具、信息系统、编程或数据相关技能，仅涉及市场开拓、客户管理等。因此为0分。,False,False
127,2,服务端基础架构设计|后端架构设计|Java 语言|数据结构和算法|TCP/IP/HTTP 协议,岗位核心是后端开发，涉及软件架构、编程和数据库，属于软件技术核心。,2,服务端基础架构设计、开发和升级维护|后端架构设计、研发和优化|模块设计、编码和测试|熟练使用 Java 语言,岗位核心是服务端软件开发，明确要求架构设计、编码和测试，属于核心数字技术（2分）。不是1分，因为软件开发是核心产出；不是3分，因为未涉及AI/ML。,False,False
128,0,,岗位为市场营销，描述中无AI或数字技术内容。,0,,岗位描述为市场营销，仅要求市场营销专业知识和沟通能力，未提及任何数字工具、信息系统、编程或数据相关技能。因此为0分。,False,False
130,1,熟练掌握办公软件,岗位要求掌握办公软件，但核心是综合服务，数字工具仅为辅助。,1,熟练掌握办公软件|简单软硬件维护或协调,岗位核心是综合服务，包括印章管理、会务、销售激励等，要求熟练掌握办公软件和简单软硬件维护，属于辅助数字工具（1分）。不是0分，因为明确要求办公软件和维护技能；不是2分，因为软硬件维护是辅助性工作，非核心产出。,False,False
131,1,"使用网站搜索,海关数据等方式",岗位涉及使用网站和海关数据，但核心是外贸跟单，数据处理为辅助。,1,"使用网站搜索,海关数据等方式",岗位核心是外贸业务开发与订单跟进，使用网站搜索和海关数据是辅助工具，移除后外贸业务仍成立，因此为1分。不是0分因为明确提到使用数字工具，不是2分因为工具使用是辅助而非核心产出。,False,False
