canonical_id,from_score,from_evidence,from_reason,to_score,to_evidence,to_reason,score_changed,crossed_main_threshold
81,0,,岗位为物业工程主管，职责为机电设备管理、维修保养，未明示要求数字工具或编程，因此为0分；不是1分，因为未提及Office等辅助工具。,0,,物业工程主管，职责为机电设备运行、维修保养、外判合同管理等，未明示软件、数据、信息系统或数字控制等数字技术对象。,False,False
83,0,,岗位为采购员，仅要求工作经验，未明示任何数字工具或技术，因此为0分；不是1分，因为未提及Office等辅助工具。,0,,采购员岗位，仅要求采购经验，未明示任何数字工具、系统或数据要求。,False,False
84,1,"熟悉淘宝自然搜索SEO|熟悉淘宝店铺运营广告投放的形式与方法,对淘宝钻石展位(CPM),直通车(CPC),淘宝各项活动平台,如聚划算,淘金币,相关类目主题活动等熟悉",岗位核心是电商运营，使用淘宝SEO、广告投放等数字工具辅助销售，但移除这些工具后销售主业仍成立，因此为1分；不是2分，因为不涉及软件开发或系统搭建。,1,"天猫店铺日常运营进行维护和管理|熟悉淘宝自然搜索SEO|对淘宝钻石展位(CPM),直通车(CPC),淘宝各项活动平台,如聚划算,淘金币,相关类目主题活动等熟悉并有自己的操作经验与方式方法",岗位主要产出是电商运营和销售，数字工具（天猫后台、SEO、广告投放平台）用于辅助营销主业，移除后岗位仍成立。未涉及系统开发、数据平台或算法，故为辅助而非核心。,False,False
85,1,"协助管理和制作各种对内对外的数字化营销工具,例如宣传图片,宣传视频及其他数字化工具|擅长摄影,写作,设计,PS等",岗位为品牌管理实习生，使用PS等设计软件制作宣传材料，属于辅助工具，移除后品牌管理主业仍成立，因此为1分；不是2分，因为不涉及软件开发或核心数字技术。,1,"协助管理和制作各种对内对外的数字化营销工具,例如宣传图片,宣传视频及其他数字化工具|维护和更新官网",岗位主要产出是品牌推广和市场活动，使用PS、官网更新等数字工具辅助营销，移除后品牌管理职责仍成立。未涉及系统开发或深度技术交付，故为辅助。,False,False
86,1,熟悉管理工具,岗位核心是环境业务管理（清洁绿化、团队建设），提及“熟悉管理工具”仅为辅助管理手段，移除后管理职责仍成立，故为1分；未涉及软件开发或AI研发，因此不是2或3分。,0,,岗位职责为环境业务管理、清洁绿化、团队建设，未明示任何软件、数据、信息系统、编程或数字硬件等数字技术对象。提及“管理工具”但未具体说明数字系统，不能作为证据。因此technology_role为none，score为0。,True,False
87,0,,岗位职责为渠道运营、中介拓展、佣金处理等，未明示要求任何数字工具、信息系统或技术技能，故为0分；不是1分，因无Office、ERP等工具使用要求。,0,,岗位职责为渠道运营、踩盘、物料管理、培训、佣金处理等，未明示任何数字技术对象。无软件、数据、信息系统或编程要求。因此technology_role为none，score为0。,False,False
88,1,"参与项目投标工作,主管报价编制工作,并提出成本控制方案和对比分析报告和项目全过程费用控制",岗位核心是工程造价与费用控制，使用招投标软件、成本分析工具等属于辅助数字工具，移除后核心职责仍成立，故为1分；未涉及软件开发或AI研发，因此不是2或3分。,0,,岗位为费控工程师，涉及招投标、成本分析、报价编制，但未明示任何数字技术对象。无软件、数据、信息系统或编程要求。因此technology_role为none，score为0。,True,False
89,0,,岗位为销售主管，职责为市场开发、客户维护、销售推广，未明示要求任何数字工具或技术技能，故为0分；不是1分，因无Office等工具使用要求。,0,,岗位为销售主管，职责为市场开发、客户维护、销售管理，未明示任何数字技术对象。无软件、数据、信息系统或编程要求。因此technology_role为none，score为0。,False,False
90,1,负责销售订单的系统录入及对账,岗位核心是客服与销售支持，系统录入为辅助性数字工具使用，移除后客服职责仍成立，故为1分；未涉及系统开发或AI，因此不是2或3分。,1,负责销售订单的系统录入及对账,岗位为淘宝客服，主要产出是客户服务。职责包括系统录入，属于使用信息系统辅助主业，移除后客服工作仍成立。无开发、运维等核心数字技术职责，因此为auxiliary。,False,False
91,2,负责厂区网络的正常运行|负责办公设备、设施的日常维护及故障处理|负责监控系统、广播系统及ERP系统的后台保障|负责网站、邮箱及公众号等各类平台的维护及更新|定期对相关数据进行备份,岗位核心是网络、系统及IT基础设施的运维保障，属于核心数字技术，故为2分；未涉及AI/ML研发，因此不是3分；不是1分，因运维是核心职责而非辅助工具使用。,2,"负责厂区网络的正常运行,解决日常工作中发生的问题|负责办公设备、设施的日常维护及故障处理|负责监控系统、广播系统及ERP系统的后台保障|负责网站、邮箱及公众号等各类平台的维护及更新|定期对相关数据进行备份",岗位为网络管理员，核心职责是网络、系统、设备运维及数据备份，属于数字技术运维，移除后岗位无法成立。无AI/ML职责，因此为core且strict_ai=false，score为2。,False,False
92,0,,岗位为信用卡客户经理，职责为产品推广与客户服务，未明示要求任何数字工具或技术技能，故为0分；不是1分，因无Office等工具使用要求。,0,,岗位为信用卡客户经理，职责为产品推广、客户服务，未明示任何数字技术对象。无软件、数据、信息系统或编程要求。因此technology_role为none，score为0。,False,False
93,1,"熟练掌握基本的办公软件操作,如Office等",岗位核心是销售工作，Office等办公软件为辅助工具，移除后销售职责仍成立，故为1分；未涉及软件开发或AI，因此不是2或3分。,1,"熟练掌握基本的办公软件操作,如Office等",岗位为销售，主要产出是销售工作。要求熟练使用Office办公软件，属于辅助工具，移除后销售主业仍成立。无开发、运维等核心数字技术职责，因此为auxiliary。,False,False
94,0,,岗位职责为渠道开发、管理、支持等业务类工作，未明示要求使用任何数字工具、信息系统或技术。因此为0分，不是1分（辅助工具）或2分（核心数字技术）。,0,,岗位职责为渠道开发、管理、联络、考评等，未明示任何数字技术对象，如软件、数据、信息系统等。,False,False
95,0,,岗位职责为质量文化活动、品质审核、改善小组等质量管理相关工作，未提及任何数字工具或技术。因此为0分，不是1分或2分。,0,,职责为质量文化活动、品质审核、改善小组等，未明示数字技术对象；TQM体系建立经验不构成数字技术。,False,False
96,0,,岗位职责为电话营销办理金融产品，属于销售类工作，未明示要求使用数字工具或技术。因此为0分，不是1分或2分。,0,,电话销售岗位，职责为电话营销金融产品，未明示数字技术对象。,False,False
97,0,,岗位职责为模具零件加工计划编排、设备资源协调等，未提及任何数字工具或技术。因此为0分，不是1分或2分。,0,,模具计划主管，职责为模具零件加工工艺、计划编排、设备协调，未明示数字技术对象。,False,False
98,1,推广电源管理芯片|为客户提供及时的技术支持,岗位涉及推广电源管理芯片并提供技术支持，但核心职责是应用工程师进行技术推广和支持，技术是辅助销售的手段。移除技术后，岗位主要产出（技术推广和支持）仍成立，因此技术是辅助工具，属于1分。不是2分，因为技术不是核心产出（如软件开发或系统设计）。,0,,FAE推广电源管理芯片，提供技术支持，但电源管理芯片属功率电子，未明示数字技术对象；技术支持不涉及软件、系统等。,True,False
